user_id,item_id,category,interaction
98758d88bf4b8eef1372ddee45d63178,fe59a1e006df3ac42bf0ceb876d70969,informatica_acessorios,1
87ae4c644c15d9c6b6f826dfec33b340,e19ddcc85537b41f22116c8d5425ef46,moveis_decoracao,1
2e875ea57961ad115cec13fef0920ae6,880be32f4db1d9f6e2bec38fb6ac23ab,brinquedos,1
3c857a6f7828bfb70fb712e2393cfd1b,1f9799a175f50c9fa725984775cac5c5,cama_mesa_banho,1
3c857a6f7828bfb70fb712e2393cfd1b,13944d17b257432717fd260e69853140,cama_mesa_banho,1
6204c4e582a95b6a350adf6988623bfb,4c3ae5db49258df0784827bdacf3b396,bebes,1
1d74273c053909be057f50f65b48522f,9bb2d066e4b33b624cbdfec7d50b3dcb,pet_shop,1
35ecdf6858edc6427223b64804cf028e,e8c6039a25765995ac7c1ec2cbef5765,relogios_presentes,1
8004f80e361a5ee23aadb7418a685fc2,ee0c1cf2fbeae95205b4aa506f1469f0,perfumaria,1
c5f6047fb345ffd234cf5b26268988be,24a014458ccc6e989b4fcef5fa71da58,cama_mesa_banho,1
0697142614905a50813d854fa08b8eaf,c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,1
70457f5d80967f5f4083e0cde7e89ab6,6c90c0f6c2d89eb816b9e205b9d6a36a,informatica_acessorios,1
70457f5d80967f5f4083e0cde7e89ab6,b7d94dc0640c7025dc8e3b46b52d8239,informatica_acessorios,1
1f90117a847636892e3c5bf569f2ac68,6131240aedf34224270cd6f07e8229e4,moveis_decoracao,1
013ef03e0f3f408dd9bf555e4edcdc0a,79e42c4fa2bde6e0c828d23c4fb7df35,instrumentos_musicais,1
53f34954c078f5034197993c0e109b95,a35a9f46dcee0a67c8c7ad8493eb4135,informatica_acessorios,1
0cc2ee1112a11a1094eff52fa2e87150,6cdd53843498f92890544667809f1595,beleza_saude,1
9403bc2d1bc24edda854c1c389c14da1,9ecadb84c81da840dbf3564378b586e9,moveis_decoracao,1
d567f29ec5fa447c99e949f337f3a35c,617186c3d97ea56c9c683a8a3974e8c1,perfumaria,1
b5b46581465f851df3529a30d2503f59,1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,1
d2787622df9fd933c164f7cf696a4e2a,b5e13c9a353102f79c6206ff5cb61a50,brinquedos,1
366516219e06d4f39db335aaea72120e,b8a0d73b2a06e7910d9864dccdb0cda2,beleza_saude,1
366516219e06d4f39db335aaea72120e,9351b1e4334769dc0abe871ee3c7abc3,beleza_saude,1
b1079e3544bf2cf3786e52f5f0220738,07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,1
b1079e3544bf2cf3786e52f5f0220738,741a31499a578979be85db7f80139e62,moveis_decoracao,1
b1079e3544bf2cf3786e52f5f0220738,8338cef8355d238f43711dcb9c0657b2,moveis_decoracao,1
d6caf670c8bf91aed723f242cafb71c8,422879e10f46682990de24d770e7f83d,ferramentas_jardim,1
51d11e5abc725531b3a2fd56456885fa,a4800b5d0f4850922208a6cefcffed51,esporte_lazer,1
aaff146bd210808c7d004a05966472a7,42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,1
aaff146bd210808c7d004a05966472a7,283dc451ad3918badb976d56ff887289,cama_mesa_banho,1
f80c7e4cf2fa8ff3532323f19bf603ba,595fac2a385ac33a80bd5114aec74eb8,perfumaria,1
2ecb8546a5c0ea3c74dfa8b77a321370,98d61056e0568ba048e5d78038790e77,automotivo,1
2ecb8546a5c0ea3c74dfa8b77a321370,060cb19345d90064d1015407193c233d,automotivo,1
2d14556024f4bbe01f147576097c42fe,5411e9269501a870cabf632f05655131,papelaria,1
13613cae6e3bfea8327a916246c96cc9,19421075ae0b585f2dc13ff149e2119d,esporte_lazer,1
747f419f11717e7a52d1175315a2365b,f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,1
747f419f11717e7a52d1175315a2365b,372124d6931c4bc48dd0d56075ebee7c,cama_mesa_banho,1
1a871dc1de3ae88bf92c8d94ca34fa9f,3fae92f8d0ebb3317991934a6d717c47,cama_mesa_banho,1
a74cca5b53aa3fb9a6841f847033dcc1,11dcc970f7a5581e1bf777b6da3f7096,utilidades_domesticas,1
2dc7f51f05ba1b1a92608e45e55d1fe1,cd48f265a63e13b762601f5f794c5fca,bebidas,1
07fe3cee40551d2377a917fb4f377714,9d0aa87e8df1bdbe0f79353520a2d538,papelaria,1
cc0472ed54d7ef34d66a4cad6bf2e666,57fcacc3434a1f2f2b039c1b4e61f5e1,telefonia,1
b26fa76ddf33e534491e4ec46f51bc64,bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,1
29d72fba272ad06ed0b2ac6351da042f,84f456958365164420cfc80fbe4c7fab,cama_mesa_banho,1
2dacd79aa5d1a86240b37b6c588de551,a3daee3915d4fb98376e039ede6bdea6,moveis_decoracao,1
1ac1c20d54ae0a375b77d6841663762a,fb55982be901439613a95940feefd9ee,papelaria,1
1ac1c20d54ae0a375b77d6841663762a,f1b067568bb39768f754b0d1ab1abcf6,papelaria,1
485b849ef839f0f401da8bfdc7ac2781,169e1fedd1319ca92e90e057e7123005,esporte_lazer,1
dd8c09f1b309c9ffc302c745550a9ff3,2b10e945dae5434075c8bb2be0d17325,cama_mesa_banho,1
dd8c09f1b309c9ffc302c745550a9ff3,eb53f94fdc60278efcef123bb275658a,cama_mesa_banho,1
dd8c09f1b309c9ffc302c745550a9ff3,372645c7439f9661fbbacfd129aa92ec,cama_mesa_banho,1
dd8c09f1b309c9ffc302c745550a9ff3,525947dbe3304ac32bf51602f9557c12,cama_mesa_banho,1
78e63ed7c16b6a93bfdcef66ad250a00,28b4eced95a52d9c437a4caf9d311b95,moveis_decoracao,1
2e3b427dc09d7b4f7430f92956b0f3e6,1a2d00b771a438bee7055bbd0086e003,cama_mesa_banho,1
2e3b427dc09d7b4f7430f92956b0f3e6,42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,1
27259fad9054fce994a70f1d117bc402,dfb97c88e066dc22165f31648efe1312,automotivo,1
71f88e06eb78302859a034cd7d1877a1,7814c273ab16783d73a9863ebfa8b141,moveis_decoracao,1
